Calibri	11	was appointed Royal Commissioner.The Scheme was a proposal developed by the Department of Human
Calibri	11	Services (DHS), put forward as a budget measure by the Minister for Social Services in 2015 and begun
Calibri	11	that year (initially in pilot form and expanded in subsequent budgets). It was designed to recover supposed
Calibri	11	overpayments from welfare recipients going back to the financial year 2010-11 and relied heavily on a
Calibri	11	process known as “income averaging” to assess income and entitlement to benefit. As used, it neither
Calibri	11	produced accurate results nor complied with the income calculation provisions of the Social Security Act
Calibri	11	1991 (Cth). By the end of 2016, the scheme was the subject of heavy public criticism but was nonetheless
Calibri	11	persisted with until November 2019, when it was announced that debts would no longer be raised solely
Calibri	11	on the basis of averaged income. That was followed in 2020 by the settlement of a class action and a
Calibri	11	decision to reduce all debts raised in whole or part through averaging to zero. In June 2020 then prime
Calibri	11	minister, the Hon Scott Morrison MP, apologised for the Scheme.1
Calibri	11	The matters into which I was directed to inquire were (in summary): how, by whom and why the scheme
Calibri	11	was established, designed, implemented; how risks and concerns in relation to it were dealt with and
Calibri	11	how complaints and challenges were managed by the Government; the use of third-party debt collectors;
Calibri	11	and the effects of the scheme – human and economic. The full terms of reference appear at the end of
Calibri	11	this Introduction.I was directed by the Letters Patent to provide the Governor-General with a report of
Calibri	11	the results of my inquiry and my recommendations not later than 18 April 2023, but, having regard to the
Calibri	11	number of issues which emerged, the extent of the evidence requiring consideration and delays in the
Calibri	11	production of that evidence, that date was extended to 30 June 2023, and, for different reasons, to 7 July
Calibri	11	2023.
Calibri-Bold	20	The workings of the Commission
Calibri	11	Five counsel assisting were appointed: Justin Greggery KC, Angus Scott KC, Renee Berry, Salwa Marsh
Calibri	11	and Douglas Freeburn. Jane Lye was engaged as Official Secretary and the firm of Gilbert + Tobin was
Calibri	11	appointed as Official Solicitors to the Commission. Staff from a range of disciplines were appointed; a full
Calibri	11	list appears in the Appendix.
Calibri	11	The Commission exercised its powers under the Royal Commissions Act to issue 200 Notices to Give
Calibri	11	Information and 180 Notices to Produce Documents. In response the Commonwealth produced over
Calibri	11	958,000 documents. Unfortunately, the Commonwealth’s document production systems were not as
Calibri	11	efficient as one would hope. Documents were often produced long after they were first sought by notice,
Calibri	11	while the amount of duplication was a constant hindrance to the Commission’s work.
Calibri	11	The Commission held four separate blocks of hearings between October 2022 and March 2023, the first
Calibri	11	three hearing blocks comprising a fortnight each and the final hearing block, three weeks. During those
Calibri	11	hearings 115 witnesses were called. A schedule of the hearings is in the Appendix. The hearings were open
Calibri	11	to the public and live streamed (other than during legal arguments concerning whether public interest
Calibri	11	immunity attached to prospective exhibits). The viewing audience for the live stream peaked at 57,511 and
Calibri	11	extended as far afield as England, Canada and the United States.
Calibri	11	Witnesses included:
Calibri	11	• ministers responsible for DHS and DSS and, later, Services Australia
Calibri	11	• public servants from those departments who were involved with the Scheme’s development and
Calibri	11	implementation
Calibri	11	• officers from two agencies with relevant oversight responsibilities, the Office of Legal Services
Calibri	11	Coordination and the Office of the Commonwealth Ombudsman
Calibri	12	PB Royal Commission into the Robodebt Scheme Royal Commission into the Robodebt Scheme v
Calibri	11	• individuals and members of organisations who, in different ways, had represented the interests of
Calibri	11	people caught up in the Scheme
Calibri	11	• DHS officers who were affected by the work they did during the implementation of the Scheme
Calibri	11	• representatives of the debt collectors contracted by DHS under the Scheme
Calibri	11	• individuals who had themselves, or through a family member, suffered the effects of receiving a
Calibri	11	demand under the Scheme.
Calibri	11	Some DHS employees and some of the people who were harmed by the Scheme appeared under a
Calibri	11	pseudonym or gave evidence in such a way that their identity was not revealed.
Calibri	11	Witness statements, exhibits and hearing transcripts were placed on the Commission’s website, as were
Calibri	11	practice guidelines, directions, rulings and orders. Witnesses were granted leave to appear, which meant
Calibri	11	they were entitled to be represented and their legal representatives could seek leave to cross-examine
Calibri	11	other witnesses. The Commonwealth was represented throughout the hearings with standing leave to
Calibri	11	question witnesses.
Calibri	11	In response to a general invitation to the public to make submissions to the Commission, individuals and
Calibri	11	organisations sent 1092 submissions which were, unless non-publication was requested, published on
Calibri	11	the Commission website. There was a mix of submissions: they came from people directly affected by
Calibri	11	the Scheme, individuals and organisations who represented people who had been directly affected by
Calibri	11	the Scheme, present and former public servants who had been involved in its administration or knew
Calibri	11	something about it, and people who were generally interested in the subject.
Calibri	11	The Commission used a range of communication media, including press releases, social media and direct
Calibri	11	emails to subscribers to keep those interested informed as to its progress.
Calibri-Bold	20	Procedural fairness and the standard of proof
Calibri	11	The Commission applied the rules of procedural fairness, which are concerned with giving an individual
Calibri	11	liable to be affected by a decision a fair and impartial hearing before any such decision is made. It is to be
Calibri	11	noted that those rules are not a rigid, one-size-fits-all prescription; they entail a flexible obligation to adopt
Calibri	11	fair procedures which are appropriate and adapted to the circumstances of the particular case.2
Calibri	11	In this instance, prior to the publication of this report, persons who were likely to have findings made
Calibri	11	against them were given a Notice of Proposed Adverse Finding (and in some instances, a Notice of
Calibri	11	Proposed Referral) which told them of the factors and evidence on which the finding was likely to turn and
Calibri	11	given the opportunity to respond.
Calibri	11	There were complaints from some individuals that they had been denied procedural fairness because
Calibri	11	they had not had the opportunity to cross-examine other witnesses. The Commission’s Practice Guideline,
Calibri	11	Cross-examination of Witnesses dated 28 September 2022, made it clear that applications for leave
Calibri	11	to cross-examine could be made before or after a witness gave evidence. None of the persons who
Calibri	11	complained about not being able to cross-examine had, in fact, made any application for leave to do so.
Calibri	11	There was a very limited number of statements received from witnesses to clarify particular issues after
Calibri	11	the public hearings had closed. The fact that their evidence was not taken orally and that they were not
Calibri	11	cross-examined did not mean that their evidence cannot be accepted, but it did affect the weight of the
Calibri	11	evidence, a fact which has been taken into account by the Commission. No evidence of that kind has been
Calibri	11	relied on adversely to anyone in any instance where it is the only evidence on the point.
Calibri	11	Some individuals complained that they were not forewarned before or during the Commission’s hearings
Calibri	11	of matters that were later put to them in Notices of Proposed Adverse Findings. Some suggested that
Calibri	11	those allegations should have been contained in the Notice to Give Information they received before
Calibri	11	giving evidence, or that they should have been cross-examined on every point later the subject of a
Calibri	11	proposed adverse finding; an absurd proposition, because the whole inquiry process is about discovering
Calibri	12	vi Royal Commission into the Robodebt Scheme Royal Commission into the Robodebt Scheme vii
Calibri	11	what happened and what allegations flow through that questioning. Many of the complaints confused
Calibri	11	the inquiry process with the trial process, where counsel for a party has an obligation to put their client’s
Calibri	11	case to opposing witnesses. The Commission’s processes are inquisitorial, not adversarial; it is not a party
Calibri	11	advancing any particular case.
Calibri	11	Where notices were given to individuals and organisations against whom it was contemplated adverse
Calibri	11	findings might be made, the notices were not published and a non-publication direction was made in
Calibri	11	respect of them,3 because the contemplated findings might never be made. Where individuals responded
Calibri	11	with submissions and statements, again they were not published because to do so would reveal the
Calibri	11	content of possible adverse findings. The non-publication direction against the publication of Notices of
Calibri	11	Proposed Adverse Findings is, however, qualified so that individuals, if they wish, can publish their own
Calibri	11	submissions and statements although they contain content from the notices they received.
Calibri	11	Where I have made findings against individuals that were liable to cause real damage to reputation, as
Calibri	11	many of the findings in this report unquestionably do, I have acted on the Briginshaw standard.4 I have not
Calibri	11	reached those conclusions without a high degree of satisfaction about the evidence.
Calibri	11	Despite what was said in some submissions, the absence of direct evidence against an individual did
Calibri	11	not mean that a finding could not be made. In many instances, the combination of circumstances and
Calibri	11	documentary evidence pointed to a clear conclusion about what had occurred.
Calibri-Bold	20	The challenges
Calibri	11	The Commission had to act very quickly to assemble hearings and proceed to take evidence without much
Calibri	11	of the information needed. When the documents did come, they came in great numbers, some of them
Calibri	11	frustratingly close to the end of the hearings. There was no one witness who gave any connected account
Calibri	11	of what had occurred. Those at the Scheme’s heart were not always very forthcoming.
Calibri	11	Making the process of getting to the bottom of what had occurred all the harder was the absence of
Calibri	11	documentation of decisions made throughout the life of the Scheme. There simply were not records kept
Calibri	11	of who decided what, when. Occasionally, a brief to a minister would disclose a little information but they
Calibri	11	were usually couched in very careful terms. The Commission found itself piecing together emails to track
Calibri	11	through what had happened. The process was rather like putting together a second-hand jigsaw puzzle: a
Calibri	11	reasonably clear picture emerged, but there will always be some pieces missing.
Calibri	11	The Commission has done its best to synthesise the enormous amount of evidence it received into this
Calibri	11	report. No doubt with more time it could have been sleeker, but the fact it has been able to be produced
Calibri	11	so quickly is a marvel and a credit to the dedication and energy of the Commission’s staff.
Calibri-Bold	20	Parliamentary privilege
Calibri	11	A question that was asked of Commission staff was why the Commission was making no use of the
Calibri	11	evidence given to, and reports of, the Senate Inquiries which had examined the Scheme between 2017 and
Calibri	11	2022. (The Senate Standing Committee on Community Affairs produced a series of reports.) The answer is
Calibri	11	that parliamentary privilege prevented the material put to the Senate hearings and the reports the Senate
Calibri	11	Committee produced from being tendered in evidence or asked about for the purposes of relying on what
Calibri	11	was said in them.
Calibri	11	To explain: section 16 of the Parliamentary Privileges Act 1987 (Cth) prohibits evidence concerning
Calibri	11	“proceedings in Parliament” from being tendered in evidence for specified purposes.5 In that context,
Calibri	11	“proceedings in Parliament” means “all words spoken and acts done in the course of, or for purposes of or
Calibri	11	incidental to, the transacting of the business of a House [of Parliament] or of a committee.”6 The purpose
Calibri	11	of the privilege is to protect free speech and debate in Parliament.7 The exceptions to the privilege are
Calibri	11	extremely limited.8
Calibri	12	vi Royal Commission into the Robodebt Scheme Royal Commission into the Robodebt Scheme vii
Calibri	11	As a result of that broad prohibition, documents relating to several prior investigations, inquiries, and
Calibri	11	reports involving the Scheme are either not in evidence,9 or else were tendered only for a limited purpose
Calibri	11	consistent with section 16 of the Parliamentary Privileges Act 1987 (Cth).10
Calibri	11	Many of the same people who gave evidence before this Commission had given evidence before
Calibri	11	the Senate Standing Committee on Community Affairs and the Senate Community Affairs Legislation
Calibri	11	Committee. Without making any formal recommendation on the topic, I strongly suggest that a copy of
Calibri	11	this report be provided to the Clerk of the Senate, and perhaps the chairs of each of those committees in
Calibri	11	case they are interested in seeing how the evidence developed in the Commission.
Calibri-Bold	20	Structure of the report
Calibri	11	The first section begins with an overview of the Scheme and summarises my conclusions about it. The
Calibri	11	bases for those conclusions are set out in subsequent chapters, the first of which gives some background
Calibri	11	to the departments and agencies involved in the Scheme’s introduction and administration and the
Calibri	11	processes for data matching and income averaging which were integral to it.
Calibri	11	The second part of the report begins with the design of the Scheme and its adoption by Cabinet as a
Calibri	11	Budget measure, with a particular exploration of how concerns about its legality were put to one side.
Calibri	11	The following chapters chart the life of the Scheme, over the period between April 2015, when a pilot was
Calibri	11	commenced, and November 2019, when averaging (as the sole basis of raising debts) was abandoned.
Calibri	11	They contain extensive detail and often quote emails and other documents. Because direct evidence of
Calibri	11	what happened has been so lacking it has been important to refer at some length to the emails, briefs and
Calibri	11	other documents to explain how the Commission has reached its conclusions.
Calibri	11	The next part of the report is concerned with the Scheme’s impact on those income support recipients
Calibri	11	to whom it was directed and also with the effects on DHS staff of having to administer it. Then there is a
Calibri	11	chapter which makes clear the Scheme’s economic costs, including the unreality of its projected savings,
Calibri	11	the costs of administering it, the costs of seeking expert assistance to try to remedy its failings, the costs
Calibri	11	of inquiries into it, including this one, and the costs of settling the class action and cancelling those debts
Calibri	11	based on averaging.
Calibri	11	What follows is some description and discussion of automated decision making and data matching, both
Calibri	11	of which were features of the Scheme, and a chapter which is concerned with the debt recovery processes
Calibri	11	used.
Calibri	11	The following section of the report deals with what might loosely be described as the checks and balances
Calibri	11	which might have operated to prevent the Scheme’s continuation, but did not or could not: the parts
Calibri	11	played by the lawyers involved, the Administrative Appeals Tribunal, the Commonwealth Ombudsman and
Calibri	11	the Office of the Australian Information Commissioner.
Calibri	11	There is then a chapter with some modest proposals concerning the Australian Public Service, followed by
Calibri	11	my conclusions.
Calibri-Bold	20	Use of language
Calibri	11	The Commission has tried, as far as possible, to avoid falling into what, without wishing to offend, might
Calibri	11	be called public service jargon. It has, however, had to resort to the use of acronyms because the report
Calibri	11	would be considerably longer if, for example, every time the Department of Social Services were referred
Calibri	11	to, its name had to be set out in full.
Calibri	11	One term which appears throughout the report is “recipient” to signify people who, during the Robodebt
Calibri	11	Scheme, were receiving benefit or pension or had formerly received benefit or pension. The departmental
Calibri	11	word is “customer” but since the experience of those individuals during the Scheme had so little to do with
Calibri	11	service it seemed appropriate to adopt a different term. The term “recipient” has been adopted in respect
Calibri	12	viii Royal Commission into the Robodebt Scheme
Calibri	11	of both past and former recipients except where it was relevant to distinguish between them (because, for
Calibri	11	example, some debt recovery methods can only be applied against former recipients).
Calibri	11	Although in this chapter and the closing chapter I have occasionally spoken directly, most of the report is
Calibri	11	not written in the first person. The usual mode of expression is “the Commission finds.” Under the terms of
Calibri	11	reference I am, in fact, the Royal Commission, an odd state of being, so that reference is to me. Of course,
Calibri	11	during the work of the Commission, the term has referred to the collective work of the Commission’s legal,
Calibri	11	research and administrative teams.
Calibri	11	Finally on the subject of language, the Commission staff are not to be blamed for the archaic forms of
Calibri	11	syntax “a number of people was” and use of the subjunctive “if he were” throughout the report. That is my
Calibri	11	doing; my staff did their best to correct what they were convinced were errors, only to have me stubbornly
Calibri	11	reinsert them. (I have grudgingly succumbed to the use of “their” in the singular.)
Calibri	12	viii Royal Commission into the Robodebt Scheme Royal Commission into the Robodebt Scheme ix
Calibri-Bold	20	Terms of reference
Calibri	11	ACKNOWLEDGING the harm caused to affected members of the Australian community by the debt
Calibri	11	assessment and recovery scheme known as Robodebt (the Robodebt scheme) which reportedly
Calibri	11	comprised, from 1 July 2015, the PAYG Manual Compliance Intervention program, including associated
Calibri	11	pilot programs from early 2015 to 30 June 2015, and the following iterations of this program:
Calibri	11	a. Online Compliance Intervention, which applied to assessments initiated in the period from
Calibri	11	on or around 1 July 2016 to on or around 10 February 2017;
Calibri	11	b. Employment Income Confirmation, which applied to assessments initiated in the period
Calibri	11	from on or around 11 February 2017 to on or around 30 September 2018;
Calibri	11	c. Check and Update Past Income, which applied to assessments initiated after on or around
Calibri	11	30 September 2018
Calibri	11	AND that:
Calibri	11	d. in November 2019 the Federal Court of Australia declared, with the consent of the
Calibri	11	Australian Government, that a demand for payment of an alleged debt under the
Calibri	11	Robodebt scheme was not validly made; and
Calibri	11	e. the Australian Government had adopted the same or a similar approach in calculating
Calibri	11	and raising debts against hundreds of thousands of other individuals under the Robodebt
Calibri	11	scheme; and
Calibri	11	f. the Australian Government subsequently announced that over 400,000 debts raised under
Calibri	11	the Robodebt scheme would be zeroed or repaid.
Calibri	11	NOW THEREFORE We do, by these Our Letters Patent issued in Our name by Our Governor‑General of the
Calibri	11	Commonwealth of Australia on the advice of the Federal Executive Council and under the Constitution of
Calibri	11	the Commonwealth of Australia, the Royal Commissions Act 1902 and every other enabling power, appoint
Calibri	11	you to be a Commission of inquiry, and require and authorise you to inquire into the following matters:
Calibri	11	g. the establishment, design and implementation of the Robodebt scheme, including:
Calibri	11	i. who was responsible for its design, development and establishment; and
Calibri	11	ii. why those who were responsible for its design, development and establishment
Calibri	11	considered the Robodebt scheme necessary or desirable; and
Calibri	11	iii the advice, process or processes that informed its design and implementation; and
Calibri	11	iv any concerns raised regarding the legality or fairness of the Robodebt scheme;
Calibri	11	h. the use of third party debt collectors under the Robodebt scheme;
Calibri	11	i. in relation to concerns raised about the Robodebt scheme following its implementation:
Calibri	11	i. how risks relating to the Robodebt scheme were identified, assessed and managed
Calibri	11	by the Australian Government in response to concerns raised by the Australian
Calibri	11	Taxation Office, other departments and agencies, affected individuals and other
Calibri	11	people and entities; and
Calibri	11	ii. the systems, processes and administrative arrangements that were in place to
Calibri	11	handle complaints about the Robodebt scheme from members of the public
Calibri	11	affected by the scheme, their representatives or government officials and staff;
Calibri	11	and
Calibri	11	iii. whether complaints were handled in accordance with those systems, processes
Calibri	11	and administrative arrangements, and, in any event, handled fairly; and
Calibri	12	x Royal Commission into the Robodebt Scheme
Calibri	11	iv. how the Australian Government responded to adverse decisions made by the
Calibri	11	Administrative Appeals Tribunal; and
Calibri	11	v. how the Australian Government responded to legal challenges or threatened legal
Calibri	11	challenges; and
Calibri	11	vi. approximately when the Australian Government knew or ought to have known
Calibri	11	that debts were not, or may not have been, validly raised; and
Calibri	11	vii. whether the Australian Government sought to prevent, inhibit or discourage
Calibri	11	scrutiny of the Robodebt scheme, whether by moving departmental or other
Calibri	11	officials or otherwise;
Calibri	11	j. the intended and actual outcomes of the Robodebt scheme, in particular:
Calibri	11	i. the kinds of non‑pecuniary impacts the scheme had on individuals, particularly
Calibri	11	vulnerable individuals, and their families; and
Calibri	11	ii. the approximate total cost of implementing, administering, suspending and
Calibri	11	winding back the Robodebt scheme, including costs incidental to those matters
Calibri	11	(such as obtaining external advice and legal costs);
Calibri	11	AND We direct you to make any recommendations arising out of your inquiry that you consider
Calibri	11	appropriate, including measures needed to prevent a recurrence of any failures of public administration
Calibri	11	you identify.
Calibri	11	AND, without limiting the scope of your inquiry or the scope of any recommendations arising out of
Calibri	11	your inquiry that you may consider appropriate, We direct you, for the purposes of your inquiry and
Calibri	11	recommendations, to focus on decisions and actions taken, or not taken, by those in positions of seniority.
Calibri	11	AND We further declare that you are not required by these Our Letters Patent to inquire, or to continue
Calibri	11	to inquire, into a particular matter to the extent that you are satisfied that the matter has been, is being,
Calibri	11	or will be, sufficiently and appropriately dealt with by another inquiry or investigation or a criminal or civil
Calibri	11	proceeding.
Calibri	11	AND We declare that you are a relevant Commission for the purposes of sections 4 and 5 of the Royal
Calibri	11	Commissions Act 1902.
Calibri	11	AND We declare that you are a Royal Commission to which item 5 of the table in subsection 355‑70(1) in
Calibri	11	Schedule 1 to the Taxation Administration Act 1953 applies.
Calibri	11	AND We:
Calibri	11	k. require you to begin your inquiry as soon as practicable; and
Calibri	11	l. require you to make your inquiry as expeditiously as possible; and
Calibri	11	m. require you to ensure the inquiry is conducted in a professional, impartial, respectful and
Calibri	11	courteous manner, including appropriately managing any actual or perceived conflicts of
Calibri	11	interest; and
Calibri	11	n. require you to submit to Our Governor‑General any recommendations that you make
Calibri	11	before making them public; and
Calibri	11	o. require you to submit to Our Governor-General a report of the results of your inquiry, and
Calibri	11	your recommendations, not later than 30 June 202311.
Calibri	12	x Royal Commission into the Robodebt Scheme Royal Commission into the Robodebt Scheme xi
Calibri	10	1 Commonwealth of Australia, Parliamentary Debates, House of Representatives: Official Hansard, 11 June 2020,
Calibri	10	p3930.
Calibri	10	2 Kioa v West (1985) 159 CLR 550, 585.
Calibri	10	3 Non-publication direction number 22.
Calibri	10	4 Briginshaw v Briginshaw (1938) 60 CLR 336.
Calibri	10	5 Parliamentary Privilege 1987 (Cth) s 16(3).
Calibri	10	6 Parliamentary Privilege 1987 (Cth) s 16(2).
Calibri	10	7 See, eg, Sankey v Whitlam (1978) 142 CLR 1, 35 (Gibbs ACJ).
Calibri	10	8 See, eg, Sankey v Whitlam (1978) 142 CLR 1, 35 (Gibbs ACJ); Amann Aviation Pty Ltd v Commonwealth of
Calibri	10	Australia (1988) 19 FCR 223, 232 (Beaumont J).
Calibri	10	9 See, eg, Australian National Audit Office, Management of Selected Fraud Prevention and Compliance Budget
Calibri	10	Measures (Report No 41, 28 February 2017); The Senate Standing Committee on Community Affairs References
Calibri	10	Committee, Design, scope, cost-benefit analysis, contracts awarded and implementation associated with
