Aptos	10	19	The Australian Government recognises the urgent need to respond and has taken decisive steps
Aptos	10	20	since the attack to support victims, promote social cohesion, combat antisemitism and enhance
Aptos	10	22	law enforcement and national security. These actions have been taken forward through engagement
Aptos	10	23	with states and territories, and in consultation with affected communities.
Aptos	12	26	Actions following 7 October 2023
Aptos	10	30	In the wake of the 7 October 2023 Hamas attack on Israel, the Government delivered a range of
Aptos	10	31	measures to address social cohesion harms linked to the conflict and to support affected communities
Aptos	10	33	in Australia. This included support to enhance the safety and security of Jewish sites nationally,
Aptos	10	34	including schools, synagogues and community facilities. The Government also extended support for
Aptos	10	36	the National Council for Jewish Community Security and state-based Community Security Groups.
Aptos	10	38	These measures complemented work led by the eSafety Commissioner to protect Australians online
Aptos	10	39	and expanded targeted mental health and community wellbeing supports.
Aptos	10	42	The Government also took further action to strengthen safety and accountability in education
Aptos	10	44	settings, including by establishing Australia’s first National Student Ombudsman and supporting
Aptos	10	45	education-focused initiatives to address antisemitism and promote social cohesion.
Aptos	10	48	Since 2023, the Government has progressed a range of legislative reforms to enhance Commonwealth
Aptos	10	50	responses to antisemitism and other hate-motivated conduct. This included banning the Nazi salute
Aptos	10	52	and the public display and trade of hate symbols, criminalising doxxing and expanding offences for
Aptos	10	53	urging violence and advocating terrorism. The Government also strengthened hate speech offences,
Aptos	10	55	including by establishing stronger penalties for threats made on the basis of race, religion, sex,
Aptos	10	56	sexual orientation, gender identity, intersex status, disability, nationality, national or ethnic origin
Aptos	10	58	or political opinion.
Aptos	10	61	These reforms have been supported by enhanced policing, intelligence and other law enforcement
Aptos	10	63	actions to detect, disrupt and respond to antisemitism and related threats. The AFP and ASIO
Aptos	10	64	established Special Operation Avalite as a joint operation to detect, disrupt and investigate acts of
Aptos	10	66	antisemitism. In October 2025, the AFP also announced the establishment of new National Security
Aptos	10	67	Investigations teams focused on individuals and groups assessed as posing a high risk to Australia’s
Aptos	10	69	social cohesion, with 21 arrests reported to date.
Aptos	10	72	The Government also took action to counter extremist propaganda and foreign interference,
Aptos	10	74	including by imposing counter-terrorism financing sanctions on Terrorgram and taking additional
Aptos	10	75	diplomatic and sanctions measures where appropriate, including listing Iran’s Islamic Revolutionary
Aptos	10	77	Guard Corps as a terrorist organisation. The Government also expelled the Iranian Ambassador
Aptos	10	78	to Australia.
Aptos	10	81	Alongside these actions, the Government has stepped up efforts to increase community awareness
Aptos	10	83	of antisemitism. This has included the establishment of the National Holocaust Education Centre
Aptos	10	85	in Canberra and support for upgrades to the Sydney Jewish Museum, the Centre for Jewish Life
Aptos	10	86	and Tolerance and the Holocaust Institute of Western Australia’s Education Centre in Yokine.
Aptos	10	88	The Government also provided funding for Together for Humanity to expand their social cohesions
Aptos	10	89	programs into more schools.
Aptos	10	93	4
Aptos	10	8	Recognising the importance of community driven solutions, the Prime Minister appointed
Aptos	10	9	Ms Jillian Segal AO as Australia’s Special Envoy to Combat Antisemitism in July 2024. As Special Envoy,
Aptos	10	11	Ms Segal AO engages with Jewish Australians, the wider Australian community, religious discrimination
Aptos	10	13	experts and all levels of government on the most effective way to combat antisemitism.
Aptos-Italic	10	16	In January 2025, the Government released a new A Safer Australia: Australia’s Counter-Terrorism
Aptos	10	17	and Violent Extremism Strategy to focus whole-of-society efforts to implement counter violent
Aptos	10	19	extremism programs designed to prevent radicalisation, disengage individuals from violent
Aptos	10	20	ideologies, and build community resilience.
Aptos	12	23	Actions following the Bondi attack
Aptos	10	27	In the immediate aftermath of the attack, the Government prioritised support to victims, their families
Aptos	10	28	and the broader community. Support included facilitating victims and their families to access critical
Aptos	10	30	services, including mental health and primary care, and assistance with medial transfers overseas for
Aptos	10	32	people injured in the attack. The Government also provided visa support and permanent resident
Aptos	10	33	pathways for impacted families.
Aptos	10	36	The Government also supported recovery in affected businesses and communities, and strengthened
Aptos	10	38	protective security at Jewish community locations, including by expanding existing security programs
Aptos	10	39	for Jewish schools, synagogues, community centres and events. This included direct engagement
Aptos	10	41	with the insurance sector to ensure insurers would quickly provide payments to local businesses for
Aptos	10	43	eligible losses.
Aptos	10	46	Building on the earlier legal reforms to combat antisemitism, the Government acted immediately to
Aptos	10	47	strengthen existing laws and enact new offences targeting hate-motivated violence and extremism.
Aptos	10	49	This legislation established a new framework to enable organisations who engage in conduct
Aptos	10	50	constituting a hate crime to be listed as prohibited hate groups. Migration and citizenship powers
Aptos	10	52	have also been expanded, providing for more flexible powers to refuse to grant, or to cancel a visa
Aptos	10	54	for individuals involved in the spread of hate and division.
Aptos	10	57	Alongside these reforms, the Government has strengthened import controls on firearms and violent
Aptos	10	58	extremist material and established a National Gun Buyback Scheme. As part of this package of
Aptos	10	60	measures, and in line with National Cabinet’s agreement, work to deliver a National Firearms
Aptos	10	61	Register has also been accelerated.
Aptos	10	64	The Government has progressed a range of complementary initiatives to combat antisemitism
Aptos	10	66	and violent extremism and strengthen social cohesion.
Aptos	10	69	On 18 December 2025, the Government released its response to the Special Envoy to Combat
Aptos	10	71	Antisemitism's Plan to Combat Antisemitism, with immediate actions delivered including
Aptos	10	72	establishing the first phase of the National Hate Crimes and Incidents Database. As part of its
Aptos	10	74	response, the Government has directed the eSafety Commissioner and the Special Envoy to
Aptos	10	75	Combat Antisemitism to work together, with the Minister for Communications, to provide online
Aptos	10	77	safety advice on best practices to address online antisemitism.
Aptos	10	80	The Government has also established an Antisemitism Education Taskforce to be led by
Aptos	10	82	David Gonski AC. The Taskforce will lead the implementation of measures outlined in the
Aptos	10	83	Government’s response to the Special Envoy’s Plan to Combat Antisemitism and provide
Aptos	10	85	advice on further actions to promote an inclusive Australia.
Aptos	10	88	The Government will continue to work with states and territories and affected communities to
Aptos	10	89	combat antisemitism, counter violent extremism and strengthen social cohesion, including through
Aptos	10	91	implementation of the Royal Commission’s Interim Report recommendations set out below.
Aptos	10	93	5
Aptos	26	9	Government Response
Aptos	10	15	The Royal Commission has made 14 recommendations in its Interim Report. The Government
Aptos	10	16	accepts all recommendations relevant to the Commonwealth. This response sets out actions the
Aptos	10	18	Government will take to implement recommendations relevant to the Commonwealth. A classified
Aptos	10	20	response has also been developed to respond to classified recommendations.
Aptos	14	23	Recommendation 1
Aptos	10	26	The procedures adopted by NSW Police in respect of Operation Jewish High Holy Days should apply
Aptos	10	28	to other high risk Jewish festivals and events, particularly those that have a public facing element.
Aptos	10	31	The Government notes that this recommendation is a matter for state and territory governments.
Aptos	10	34	Consistent with a cooperative national approach, the Government will continue to work closely with
Aptos	10	36	states and territories to share operational lessons, including through the Australia-New Zealand
Aptos	10	37	Counter-Terrorism Committee (ANZCTC), to support implementation of this recommendation.
Aptos	14	40	Recommendation 2
Aptos	10	44	Having regard to the significance of the role of the Commonwealth Counter-Terrorism Coordinator
Aptos	10	45	in providing counter terrorism leadership, the Commission recommends consideration be given to
Aptos	10	47	making the CT Coordinator's role full-time.
Aptos	10	50	The Government accepts this recommendation.
Aptos	10	53	The Government acknowledges the important role the Counter-Terrorism Coordinator plays in bringing
Aptos	10	55	together federal, state and territory to support Australia's strategic counter-terrorism agenda.
Aptos	10	58	Since 2019, the Counter-Terrorism Coordinator function has been performed concurrently with other
Aptos	10	59	responsibilities, reflecting its close integration with broader leadership arrangements on national
Aptos	10	61	security, social cohesion and citizenship issues.
Aptos	10	64	A full-time Counter-Terrorism Coordinator will be appointed within the Department of Home Affairs
Aptos	10	66	with immediate effect. A dedicated Counter-Terrorism Coordinator will provide sustained national
Aptos	10	67	coordination – engaging affected communities, working with senior counter-terrorism officials through
Aptos	10	69	the ANZCTC, coordinating exercises, and responding to emerging threats and priorities.
Aptos	14	72	Recommendation 3
Aptos	10	75	If the ANZCTC is to be used again as a crisis committee, the ANZCTC should be included in the
Aptos	10	77	Australian Government Crisis Management Framework so its role is clear.
Aptos	10	80	The Government accepts this recommendation and will work closely with state and territory
Aptos	10	82	governments, through the ANZCTC, to support implementation.
Aptos	10	85	The Government acknowledges the need for clear crisis coordination arrangements during a terrorist
Aptos	10	86	attack. Effective crisis coordination mechanisms coordinate relevant Commonwealth, state and
Aptos	10	88	territory agencies responding to an incident and ensure that information sharing is balanced with
Aptos	10	89	security and operational requirements.
Aptos	10	93	6
Aptos	10	9	The Australian Government Crisis Management Framework establishes the National Coordination
Aptos	10	10	Mechanism (NCM) as the peak senior officials’ crisis coordination mechanism to provide a national
Aptos	10	12	picture of crises to governments and key stakeholders. Experience from NCM activations following
Aptos	10	14	previous incidents has highlighted challenges in sharing operationally sensitive information and
Aptos	10	15	managing the flow of information between participants.
Aptos	10	18	The Government, through the ANZCTC, has agreed to formalise arrangements to establish a limited
Aptos	10	20	attendance NCM, rather than an ANZCTC meeting, which can be convened rapidly at a classified
Aptos	10	21	level. These arrangements will manage sensitive information through restricted participation and
Aptos	10	23	appropriate security clearance requirements. The Government will work with states and territories
Aptos	10	25	to test these arrangements by convening an exercise, in consultation with the ANZCTC.
Aptos	14	28	Recommendation 4
Aptos	10	31	The Counter-Terrorism Handbook should be updated promptly and then at least every three years in
Aptos	10	33	coordination with updates to the Counter-Terrorism Plan and the ANZCTC triennial review.
Aptos	10	36	The Government accepts this recommendation and will work closely with state and territory
Aptos	10	37	governments, through the ANZCTC, to support implementation.
Aptos	10	40	The 2026 ANZCTC Triennial Review recognises the importance of maintaining effective counter-terrorism
Aptos	10	42	operational protocols and procedures that regularly incorporate lessons learned from terrorism
Aptos	10	44	incidents, evolving threats and amendments to legislative powers.
Aptos	10	47	The Counter-Terrorism Handbook contains nationally agreed guidelines, policies and procedures
Aptos	10	48	for commanders, controllers, coordinators, senior officials and other decision makers involved in
Aptos	10	50	the counter-terrorism environment. It is used in conjunction with the National Counter-Terrorism
Aptos	10	51	Plan and agency specific plans and procedures for all levels of government.
Aptos	10	55	The ANZCTC has agreed to commission a review of the Counter-Terrorism Handbook. The Review
Aptos	10	56	has commenced and will be completed before the end of 2026. The Government will work with
Aptos	10	58	states and territories to ensure regular updates are implemented, in conjunction with updates to
Aptos	10	59	the Counter-Terrorism Plan and the ANZCTC Triennial Review, at least once every three years.
Aptos	14	62	Recommendation 5
Aptos	10	66	The ANZCTC should provide direct advice in the form of a written and/or oral briefing, at least
Aptos	10	68	annually, to National Cabinet (including, as appropriate, advice on ANZCTC activities, the use of the
Aptos	10	69	ANZCTC Special Fund, and national counter-terrorism challenges and priorities).
Aptos	10	72	The Government accepts this recommendation and will work closely with state and territory
Aptos	10	74	governments, through the ANZCTC, to support implementation.
Aptos	10	77	National Cabinet oversight of national counter-terrorism capability uplift and priority setting will
Aptos	10	78	help align Commonwealth, state and territory efforts and strengthen strategic leadership and
Aptos	10	80	policy coordination.
Aptos	10	83	The Government will engage states and territories on the format and frequency of regular briefings to
Aptos	10	85	National Cabinet, with a proposed first briefing before the end of the 2025-26 financial year. The First
Aptos	10	86	Secretaries Group will be briefed as a priority in advance of National Cabinet.
Aptos	10	93	7
Aptos	14	9	Recommendation 6
Aptos	10	12	The ANZCTC should commission a review of the Joint Counter-Terrorism Teams, with a report to be
Aptos	10	14	submitted to Police Commissioners and the Director-General of Security within three months of
Aptos	10	16	commencement. The review should include consideration of leadership structures, team
Aptos	10	17	integration, systems access and information sharing arrangements. The review should place
Aptos	10	19	particular focus on the JCTT NSW, elements of which should be for reporting specifically to the NSW
Aptos	10	20	Police Commissioner, the AFP Commissioner and the Director-General of Security.
Aptos	10	23	The Government accepts this recommendation and will work closely with state and territory
Aptos	10	25	governments, through the ANZCTC, to support implementation.
Aptos	10	28	Joint Counter-Terrorism Teams provide a critical operational capability, supporting integration of
Aptos	10	30	Commonwealth, state and territory agencies to jointly investigate and disrupt terrorist activity.
Aptos	10	31	Given the evolving threat environment and emerging operational lessons from the Bondi terrorist
Aptos	10	33	attack, a review of arrangements for Joint Counter-Terrorism Teams will ensure that operational
Aptos	10	34	and information sharing procedures remain fit for purpose.
Aptos	10	37	Subject to state and territory agreement, the Government proposes that the ANZCTC immediately
Aptos	10	39	commission an independent review, with findings to be provided to relevant lead agencies within
Aptos	10	41	three months of commencement.
Aptos	14	44	Recommendation 7
Aptos	10	47	The Australian Government should consider whether NSC Ministers, including the Prime Minister,
Aptos	10	49	should participate in a counter-terrorism exercise, along with all National Cabinet members, within
Aptos	10	51	nine months of each federal election.
Aptos	10	54	The Government accepts this recommendation and will work closely with state and territory
Aptos	10	55	governments, through the ANZCTC, to support implementation.
Aptos	10	58	The Government recognises the critical role that counter-terrorism exercises play in maintaining
Aptos	10	60	Australia's preparedness to respond to complex and evolving terrorist threats.
Aptos	14	63	Recommendation 8
Aptos	10	66	This recommendation is contained in the confidential Interim Report.
Aptos	14	70	Recommendation 9
Aptos	10	73	This recommendation is contained in the confidential Interim Report.
Aptos	14	76	Recommendation 10
Aptos	10	80	This recommendation is contained in the confidential Interim Report.
Aptos	14	83	Recommendation 11
Aptos	10	86	This recommendation is contained in the confidential Interim Report.
Aptos	10	93	8
Aptos	14	9	Recommendation 12
Aptos	10	12	This recommendation is contained in the confidential Interim Report.
Aptos	14	16	Recommendation 13
Aptos	10	19	The Commonwealth and states and territories should prioritise efforts to finalise and implement an
Aptos	10	21	updated and nationally consistent National Firearms Agreement.
Aptos	10	24	The Government accepts this recommendation and continues to work with state and territory
Aptos	10	25	governments to prioritise efforts to strengthen national gun laws.
Aptos	10	28	In the aftermath of the Bondi terrorist attack, National Cabinet agreed that firearms regulation
Aptos	10	30	reform, including a renegotiated National Firearms Agreement, was needed. These initiatives are
Aptos	10	32	being progressed through First Ministers.
Aptos	10	35	The Government has progressed early actions to support the implementation of this
Aptos	10	36	recommendation. On 20 January 2026, the Commonwealth Government passed legislation to enable
Aptos	10	38	state and territory governments to access relevant Commonwealth intelligence and background
Aptos	10	39	checks to inform firearms licensing decisions.
Aptos	10	42	The Government will continue to engage constructively with states and territories, recognising that
Aptos	10	44	nationally consistent settings are critical to strengthening information sharing and law enforcement
Aptos	10	46	cooperation.
Aptos	10	49	The Government has established a Firearms Taskforce in the Department of Home Affairs to work with
Aptos	10	50	state and territory governments as a matter of priority.
Aptos	14	53	Recommendation 14
Aptos	10	57	The Commonwealth, states and territories should prioritise efforts to implement the proposed
Aptos	10	58	National Gun Buyback Scheme.
Aptos	10	61	The Government accepts this recommendation and continues to work with state and territory
Aptos	10	63	governments to prioritise efforts to establish a National Gun Buyback Scheme in support of national
Aptos	10	65	firearms reforms.
Aptos	10	68	On 19 December 2025, the Commonwealth Government announced its commitment to establish the
Aptos	10	69	National Gun Buyback Scheme (the scheme). The scheme will support a suite of firearm regulation
Aptos	10	71	reforms highlighted earlier and the purchase of surplus and newly restricted firearms. This supports
Aptos	10	72	broader national firearms regulation changes outlined under the Government's response to
Aptos	10	74	Recommendation 13.
Aptos	10	77	The Government acknowledges that implementation of the scheme will occur through a federated
Aptos	10	79	approach, reflecting different legislative sequencing across jurisdictions. Several state and territory
Aptos	10	80	governments have introduced or progressed reforms consistent with this recommendation,
Aptos	10	82	while others are still considering reform as part of national discussions. These initiatives are
Aptos	10	83	being progressed through First Ministers.
Aptos	10	86	As outlined above under recommendation 13, the establishment of a Firearms Taskforce in the
Aptos	10	88	Department of Home Affairs will help to drive these efforts.
Aptos	10	93	9
